run_id	request_id	metric	value
example-run-id	309	correct_nuggets	8.0
example-run-id	309	correct_nuggets_weighted	8.0
example-run-id	309	citations	12.0
example-run-id	309	relevant_citations	12.0
example-run-id	309	supporting_citations	12.0
example-run-id	309	citation_relevance	1.0
example-run-id	309	citation_support	1.0
example-run-id	309	sentence_support	1.0
example-run-id	309	nugget_coverage	0.6666666666666666
example-run-id	309	nugget_coverage_weighted	0.6666666666666666
example-run-id	309	f1	0.8
example-run-id	309	f1_weighted	0.8
example-run-id	310	sentences	11.0
example-run-id	310	character_count	1154.0
example-run-id	310	sentences_with_citations_or_requiring_citations	11.0
example-run-id	310	correctly_cited_sentences	10.0
example-run-id	310	nuggets	11.0
example-run-id	310	nuggets_weighted	11.0
example-run-id	310	correct_nuggets	6.0
example-run-id	310	correct_nuggets_weighted	6.0
example-run-id	310	citations	11.0
example-run-id	310	relevant_citations	11.0
example-run-id	310	supporting_citations	10.0
example-run-id	310	citation_relevance	1.0
example-run-id	310	citation_support	0.9090909090909091
example-run-id	310	sentence_support	0.9090909090909091
example-run-id	310	nugget_coverage	0.5454545454545454
example-run-id	310	nugget_coverage_weighted	0.5454545454545454
example-run-id	310	f1	0.6818181818181818
example-run-id	310	f1_weighted	0.6818181818181818
example-run-id	334	sentences	18.0
example-run-id	334	character_count	1857.0
example-run-id	334	sentences_with_citations_or_requiring_citations	18.0
example-run-id	334	correctly_cited_sentences	16.0
example-run-id	334	nuggets	19.0
example-run-id	334	nuggets_weighted	19.0
example-run-id	334	correct_nuggets	15.0
example-run-id	334	correct_nuggets_weighted	15.0
example-run-id	334	citations	18.0
example-run-id	334	relevant_citations	18.0
example-run-id	334	supporting_citations	16.0
example-run-id	334	citation_relevance	1.0
example-run-id	334	citation_support	0.8888888888888888
example-run-id	334	sentence_support	0.8888888888888888
example-run-id	334	nugget_coverage	0.7894736842105263
example-run-id	334	nugget_coverage_weighted	0.7894736842105263
example-run-id	334	f1	0.8362369337979094
example-run-id	334	f1_weighted	0.8362369337979094
example-run-id	335	sentences	11.0
example-run-id	335	character_count	1118.0
example-run-id	335	sentences_with_citations_or_requiring_citations	11.0
example-run-id	335	correctly_cited_sentences	10.0
example-run-id	335	nuggets	11.0
example-run-id	335	nuggets_weighted	11.0
example-run-id	335	correct_nuggets	10.0
example-run-id	335	correct_nuggets_weighted	10.0
example-run-id	335	citations	11.0
example-run-id	335	relevant_citations	11.0
example-run-id	335	supporting_citations	10.0
example-run-id	335	citation_relevance	1.0
example-run-id	335	citation_support	0.9090909090909091
example-run-id	335	sentence_support	0.9090909090909091
example-run-id	335	nugget_coverage	0.9090909090909091
example-run-id	335	nugget_coverage_weighted	0.9090909090909091
example-run-id	335	f1	0.9090909090909091
example-run-id	335	f1_weighted	0.9090909090909091
example-run-id	343	sentences	10.0
example-run-id	343	character_count	904.0
example-run-id	343	sentences_with_citations_or_requiring_citations	10.0
example-run-id	343	correctly_cited_sentences	10.0
example-run-id	343	nuggets	10.0
example-run-id	343	nuggets_weighted	10.0
example-run-id	343	correct_nuggets	6.0
example-run-id	343	correct_nuggets_weighted	6.0
example-run-id	343	citations	10.0
example-run-id	343	relevant_citations	10.0
example-run-id	343	supporting_citations	10.0
example-run-id	343	citation_relevance	1.0
example-run-id	343	citation_support	1.0
example-run-id	343	sentence_support	1.0
example-run-id	343	nugget_coverage	0.6
example-run-id	343	nugget_coverage_weighted	0.6
example-run-id	343	f1	0.7499999999999999
example-run-id	343	f1_weighted	0.7499999999999999
example-run-id	351	sentences	11.0
example-run-id	351	character_count	1021.0
example-run-id	351	sentences_with_citations_or_requiring_citations	11.0
example-run-id	351	correctly_cited_sentences	11.0
example-run-id	351	nuggets	10.0
example-run-id	351	nuggets_weighted	10.0
example-run-id	351	correct_nuggets	8.0
example-run-id	351	correct_nuggets_weighted	8.0
example-run-id	351	citations	11.0
example-run-id	351	relevant_citations	11.0
example-run-id	351	supporting_citations	11.0
example-run-id	351	citation_relevance	1.0
example-run-id	351	citation_support	1.0
example-run-id	351	sentence_support	1.0
example-run-id	351	nugget_coverage	0.8
example-run-id	351	nugget_coverage_weighted	0.8
example-run-id	351	f1	0.888888888888889
example-run-id	351	f1_weighted	0.888888888888889
example-run-id	352	sentences	15.0
example-run-id	352	character_count	1463.0
example-run-id	352	sentences_with_citations_or_requiring_citations	15.0
example-run-id	352	correctly_cited_sentences	14.0
example-run-id	352	nuggets	15.0
example-run-id	352	nuggets_weighted	15.0
example-run-id	352	correct_nuggets	14.0
example-run-id	352	correct_nuggets_weighted	14.0
example-run-id	352	citations	15.0
example-run-id	352	relevant_citations	15.0
example-run-id	352	supporting_citations	14.0
example-run-id	352	citation_relevance	1.0
example-run-id	352	citation_support	0.9333333333333333
example-run-id	352	sentence_support	0.9333333333333333
example-run-id	352	nugget_coverage	0.9333333333333333
example-run-id	352	nugget_coverage_weighted	0.9333333333333333
example-run-id	352	f1	0.9333333333333333
example-run-id	352	f1_weighted	0.9333333333333333
example-run-id	365	sentences	14.0
example-run-id	365	character_count	1553.0
example-run-id	365	sentences_with_citations_or_requiring_citations	14.0
example-run-id	365	correctly_cited_sentences	13.0
example-run-id	365	nuggets	15.0
example-run-id	365	nuggets_weighted	15.0
example-run-id	365	correct_nuggets	10.0
example-run-id	365	correct_nuggets_weighted	10.0
example-run-id	365	citations	14.0
example-run-id	365	relevant_citations	14.0
example-run-id	365	supporting_citations	13.0
example-run-id	365	citation_relevance	1.0
example-run-id	365	citation_support	0.9285714285714286
example-run-id	365	sentence_support	0.9285714285714286
example-run-id	365	nugget_coverage	0.6666666666666666
example-run-id	365	nugget_coverage_weighted	0.6666666666666666
example-run-id	365	f1	0.7761194029850746
example-run-id	365	f1_weighted	0.7761194029850746
example-run-id	367	sentences	18.0
example-run-id	367	character_count	1542.0
example-run-id	367	sentences_with_citations_or_requiring_citations	18.0
example-run-id	367	correctly_cited_sentences	18.0
example-run-id	367	nuggets	18.0
example-run-id	367	nuggets_weighted	18.0
example-run-id	367	correct_nuggets	13.0
example-run-id	367	correct_nuggets_weighted	13.0
example-run-id	367	citations	18.0
example-run-id	367	relevant_citations	18.0
example-run-id	367	supporting_citations	18.0
example-run-id	367	citation_relevance	1.0
example-run-id	367	citation_support	1.0
example-run-id	367	sentence_support	1.0
example-run-id	367	nugget_coverage	0.7222222222222222
example-run-id	367	nugget_coverage_weighted	0.7222222222222222
example-run-id	367	f1	0.8387096774193548
example-run-id	367	f1_weighted	0.8387096774193548
example-run-id	372	sentences	17.0
example-run-id	372	character_count	1861.0
example-run-id	372	sentences_with_citations_or_requiring_citations	17.0
example-run-id	372	correctly_cited_sentences	17.0
example-run-id	372	nuggets	17.0
example-run-id	372	nuggets_weighted	17.0
example-run-id	372	correct_nuggets	10.0
example-run-id	372	correct_nuggets_weighted	10.0
example-run-id	372	citations	17.0
example-run-id	372	relevant_citations	17.0
example-run-id	372	supporting_citations	17.0
example-run-id	372	citation_relevance	1.0
example-run-id	372	citation_support	1.0
example-run-id	372	sentence_support	1.0
example-run-id	372	nugget_coverage	0.5882352941176471
example-run-id	372	nugget_coverage_weighted	0.5882352941176471
example-run-id	372	f1	0.7407407407407407
example-run-id	372	f1_weighted	0.7407407407407407
example-run-id	373	sentences	13.0
example-run-id	373	character_count	1360.0
example-run-id	373	sentences_with_citations_or_requiring_citations	13.0
example-run-id	373	correctly_cited_sentences	12.0
example-run-id	373	nuggets	13.0
example-run-id	373	nuggets_weighted	13.0
example-run-id	373	correct_nuggets	7.0
example-run-id	373	correct_nuggets_weighted	7.0
example-run-id	373	citations	13.0
example-run-id	373	relevant_citations	13.0
example-run-id	373	supporting_citations	12.0
example-run-id	373	citation_relevance	1.0
example-run-id	373	citation_support	0.9230769230769231
example-run-id	373	sentence_support	0.9230769230769231
example-run-id	373	nugget_coverage	0.5384615384615384
example-run-id	373	nugget_coverage_weighted	0.5384615384615384
example-run-id	373	f1	0.6801619433198379
example-run-id	373	f1_weighted	0.6801619433198379
example-run-id	377	sentences	17.0
example-run-id	377	character_count	1971.0
example-run-id	377	sentences_with_citations_or_requiring_citations	17.0
example-run-id	377	correctly_cited_sentences	17.0
example-run-id	377	nuggets	19.0
example-run-id	377	nuggets_weighted	19.0
example-run-id	377	correct_nuggets	13.0
example-run-id	377	correct_nuggets_weighted	13.0
example-run-id	377	citations	17.0
example-run-id	377	relevant_citations	17.0
example-run-id	377	supporting_citations	17.0
example-run-id	377	citation_relevance	1.0
example-run-id	377	citation_support	1.0
example-run-id	377	sentence_support	1.0
example-run-id	377	nugget_coverage	0.6842105263157895
example-run-id	377	nugget_coverage_weighted	0.6842105263157895
example-run-id	377	f1	0.8125000000000001
example-run-id	377	f1_weighted	0.8125000000000001
example-run-id	380	sentences	19.0
example-run-id	380	character_count	1353.0
example-run-id	380	sentences_with_citations_or_requiring_citations	19.0
example-run-id	380	correctly_cited_sentences	18.0
example-run-id	380	nuggets	19.0
example-run-id	380	nuggets_weighted	19.0
example-run-id	380	correct_nuggets	16.0
example-run-id	380	correct_nuggets_weighted	16.0
example-run-id	380	citations	19.0
example-run-id	380	relevant_citations	19.0
example-run-id	380	supporting_citations	18.0
example-run-id	380	citation_relevance	1.0
example-run-id	380	citation_support	0.9473684210526315
example-run-id	380	sentence_support	0.9473684210526315
example-run-id	380	nugget_coverage	0.8421052631578947
example-run-id	380	nugget_coverage_weighted	0.8421052631578947
example-run-id	380	f1	0.8916408668730651
example-run-id	380	f1_weighted	0.8916408668730651
example-run-id	382	sentences	19.0
example-run-id	382	character_count	1700.0
example-run-id	382	sentences_with_citations_or_requiring_citations	19.0
example-run-id	382	correctly_cited_sentences	18.0
example-run-id	382	nuggets	19.0
example-run-id	382	nuggets_weighted	19.0
example-run-id	382	correct_nuggets	17.0
example-run-id	382	correct_nuggets_weighted	17.0
example-run-id	382	citations	19.0
example-run-id	382	relevant_citations	19.0
example-run-id	382	supporting_citations	18.0
example-run-id	382	citation_relevance	1.0
example-run-id	382	citation_support	0.9473684210526315
example-run-id	382	sentence_support	0.9473684210526315
example-run-id	382	nugget_coverage	0.8947368421052632
example-run-id	382	nugget_coverage_weighted	0.8947368421052632
example-run-id	382	f1	0.9203007518796993
example-run-id	382	f1_weighted	0.9203007518796993
example-run-id	383	sentences	13.0
example-run-id	383	character_count	1572.0
example-run-id	383	sentences_with_citations_or_requiring_citations	13.0
example-run-id	383	correctly_cited_sentences	12.0
example-run-id	383	nuggets	13.0
example-run-id	383	nuggets_weighted	13.0
example-run-id	383	correct_nuggets	12.0
example-run-id	383	correct_nuggets_weighted	12.0
example-run-id	383	citations	13.0
example-run-id	383	relevant_citations	13.0
example-run-id	383	supporting_citations	12.0
example-run-id	383	citation_relevance	1.0
example-run-id	383	citation_support	0.9230769230769231
example-run-id	383	sentence_support	0.9230769230769231
example-run-id	383	nugget_coverage	0.9230769230769231
example-run-id	383	nugget_coverage_weighted	0.9230769230769231
example-run-id	383	f1	0.9230769230769231
example-run-id	383	f1_weighted	0.9230769230769231
example-run-id	388	sentences	10.0
example-run-id	388	character_count	1130.0
example-run-id	388	sentences_with_citations_or_requiring_citations	10.0
example-run-id	388	correctly_cited_sentences	10.0
example-run-id	388	nuggets	10.0
example-run-id	388	nuggets_weighted	10.0
example-run-id	388	correct_nuggets	6.0
example-run-id	388	correct_nuggets_weighted	6.0
example-run-id	388	citations	10.0
example-run-id	388	relevant_citations	10.0
example-run-id	388	supporting_citations	10.0
example-run-id	388	citation_relevance	1.0
example-run-id	388	citation_support	1.0
example-run-id	388	sentence_support	1.0
example-run-id	388	nugget_coverage	0.6
example-run-id	388	nugget_coverage_weighted	0.6
example-run-id	388	f1	0.7499999999999999
example-run-id	388	f1_weighted	0.7499999999999999
